id,code,name_vi,category,calories,protein_g,carbs_g,fat_g
68a53945a8fa7ad9d6015376,HAN-111004,Bánh mỳ bít tết,Các loại bánh,,44.5,109.0,34.0
67fde93f93420074ee0e8d83,SFF-211013,Ốc đá xào,"Chè, các loại giải khát",,30.3,14.0,1.2
